order.id,order.line,customer.id,product.id,order.date,quantity
12,14,6,15,2011-01-20 00:00:00,1
12,15,6,40,2011-01-20 00:00:00,1
12,16,6,10,2011-01-20 00:00:00,3
12,17,6,37,2011-01-20 00:00:00,1
12,18,6,8,2011-01-20 00:00:00,1
12,19,6,57,2011-01-20 00:00:00,1
13,1,7,4,2011-01-20 00:00:00,1
13,2,7,18,2011-01-20 00:00:00,1
14,1,14,87,2011-01-24 00:00:00,1
14,2,14,76,2011-01-24 00:00:00,1
14,3,14,69,2011-01-24 00:00:00,1
15,1,13,3,2011-01-25 00:00:00,1
15,2,13,35,2011-01-25 00:00:00,1
15,3,13,65,2011-01-25 00:00:00,3
15,4,13,5,2011-01-25 00:00:00,1
15,5,13,19,2011-01-25 00:00:00,1
15,6,13,84,2011-01-25 00:00:00,2
15,7,13,90,2011-01-25 00:00:00,1
15,8,13,16,2011-01-25 00:00:00,1
15,9,13,1,2011-01-25 00:00:00,1
15,10,13,88,2011-01-25 00:00:00,1
15,11,13,44,2011-01-25 00:00:00,1
15,12,13,22,2011-01-25 00:00:00,2
16,1,9,73,2011-01-25 00:00:00,4
16,2,9,91,2011-01-25 00:00:00,1
16,3,9,95,2011-01-25 00:00:00,1
16,4,9,94,2011-01-25 00:00:00,1
16,5,9,3,2011-01-25 00:00:00,1
16,6,9,72,2011-01-25 00:00:00,1
16,7,9,65,2011-01-25 00:00:00,1
16,8,9,49,2011-01-25 00:00:00,2
17,1,5,38,2011-01-26 00:00:00,1
18,1,8,21,2011-01-28 00:00:00,1
18,2,8,64,2011-01-28 00:00:00,1
19,1,2,66,2011-01-28 00:00:00,2
19,2,2,61,2011-01-28 00:00:00,1
20,1,10,9,2011-01-28 00:00:00,1
20,2,10,14,2011-01-28 00:00:00,1
20,3,10,50,2011-01-28 00:00:00,1
20,4,10,85,2011-01-28 00:00:00,1
20,5,10,16,2011-01-28 00:00:00,1
20,6,10,27,2011-01-28 00:00:00,1
20,7,10,79,2011-01-28 00:00:00,1
20,8,10,78,2011-01-28 00:00:00,1
20,9,10,77,2011-01-28 00:00:00,1
21,1,17,51,2011-01-02 00:00:00,1
21,2,17,3,2011-01-02 00:00:00,4
21,3,17,61,2011-01-02 00:00:00,1
21,4,17,26,2011-01-02 00:00:00,1
21,5,17,65,2011-01-02 00:00:00,1
22,1,21,33,2011-01-02 00:00:00,2
22,2,21,36,2011-01-02 00:00:00,1
22,3,21,74,2011-01-02 00:00:00,1
22,4,21,37,2011-01-02 00:00:00,1
22,5,21,87,2011-01-02 00:00:00,3
22,6,21,24,2011-01-02 00:00:00,1
22,7,21,43,2011-01-02 00:00:00,2
22,8,21,79,2011-01-02 00:00:00,1
22,9,21,28,2011-01-02 00:00:00,1
22,10,21,10,2011-01-02 00:00:00,2
23,1,8,48,2011-04-02 00:00:00,1
23,2,8,71,2011-04-02 00:00:00,1
23,3,8,92,2011-04-02 00:00:00,1
23,4,8,30,2011-04-02 00:00:00,1
23,5,8,42,2011-04-02 00:00:00,1
24,1,22,40,2011-07-02 00:00:00,1
24,2,22,29,2011-07-02 00:00:00,7
24,3,22,2,2011-07-02 00:00:00,3
24,4,22,37,2011-07-02 00:00:00,1
24,5,22,6,2011-07-02 00:00:00,1
24,6,22,73,2011-07-02 00:00:00,1
24,7,22,42,2011-07-02 00:00:00,2
24,8,22,97,2011-07-02 00:00:00,1
24,9,22,92,2011-07-02 00:00:00,1
24,10,22,18,2011-07-02 00:00:00,1
24,11,22,12,2011-07-02 00:00:00,1
25,1,14,16,2011-07-02 00:00:00,1
25,2,14,13,2011-07-02 00:00:00,1
25,3,14,71,2011-07-02 00:00:00,1
26,1,3,13,2011-09-02 00:00:00,1
27,1,10,8,2011-10-02 00:00:00,1
27,2,10,79,2011-10-02 00:00:00,1
27,3,10,20,2011-10-02 00:00:00,1
27,4,10,92,2011-10-02 00:00:00,2
27,5,10,71,2011-10-02 00:00:00,1
27,6,10,70,2011-10-02 00:00:00,1
27,7,10,78,2011-10-02 00:00:00,3
27,8,10,89,2011-10-02 00:00:00,1
27,9,10,80,2011-10-02 00:00:00,1
27,10,10,61,2011-10-02 00:00:00,1
27,11,10,69,2011-10-02 00:00:00,1
27,12,10,40,2011-10-02 00:00:00,2
28,1,2,47,2011-10-02 00:00:00,1
28,2,2,79,2011-10-02 00:00:00,1
28,3,2,61,2011-10-02 00:00:00,1
28,4,2,97,2011-10-02 00:00:00,1
28,5,2,66,2011-10-02 00:00:00,2
28,6,2,5,2011-10-02 00:00:00,1
28,7,2,58,2011-10-02 00:00:00,1
28,8,2,89,2011-10-02 00:00:00,1
28,9,2,7,2011-10-02 00:00:00,1
28,10,2,72,2011-10-02 00:00:00,1
28,11,2,6,2011-10-02 00:00:00,1
28,12,2,25,2011-10-02 00:00:00,1
28,13,2,75,2011-10-02 00:00:00,1
28,14,2,38,2011-10-02 00:00:00,1
28,15,2,62,2011-10-02 00:00:00,1
28,16,2,60,2011-10-02 00:00:00,1
28,17,2,52,2011-10-02 00:00:00,1
28,18,2,12,2011-10-02 00:00:00,2
28,19,2,15,2011-10-02 00:00:00,1
29,1,2,79,2011-11-02 00:00:00,1
29,2,2,69,2011-11-02 00:00:00,1
29,3,2,66,2011-11-02 00:00:00,1
29,4,2,54,2011-11-02 00:00:00,1
29,5,2,3,2011-11-02 00:00:00,1
30,1,22,9,2011-02-14 00:00:00,3
30,2,22,7,2011-02-14 00:00:00,1
31,1,2,65,2011-02-15 00:00:00,1
31,2,2,71,2011-02-15 00:00:00,1
31,3,2,82,2011-02-15 00:00:00,1
31,4,2,50,2011-02-15 00:00:00,1
32,1,16,19,2011-02-15 00:00:00,2
32,2,16,45,2011-02-15 00:00:00,1
32,3,16,53,2011-02-15 00:00:00,1
32,4,16,34,2011-02-15 00:00:00,1
32,5,16,71,2011-02-15 00:00:00,1
32,6,16,69,2011-02-15 00:00:00,1
32,7,16,28,2011-02-15 00:00:00,1
32,8,16,12,2011-02-15 00:00:00,2
32,9,16,75,2011-02-15 00:00:00,6
32,10,16,7,2011-02-15 00:00:00,1
32,11,16,76,2011-02-15 00:00:00,1
32,12,16,80,2011-02-15 00:00:00,3
32,13,16,44,2011-02-15 00:00:00,1
32,14,16,56,2011-02-15 00:00:00,1
32,15,16,91,2011-02-15 00:00:00,1
32,16,16,60,2011-02-15 00:00:00,1
32,17,16,26,2011-02-15 00:00:00,1
32,18,16,15,2011-02-15 00:00:00,1
32,19,16,46,2011-02-15 00:00:00,1
32,20,16,82,2011-02-15 00:00:00,3
32,21,16,73,2011-02-15 00:00:00,2
32,22,16,85,2011-02-15 00:00:00,1
32,23,16,16,2011-02-15 00:00:00,1
33,1,8,97,2011-02-15 00:00:00,2
33,2,8,93,2011-02-15 00:00:00,1
34,1,10,97,2011-02-16 00:00:00,1
34,2,10,2,2011-02-16 00:00:00,1
34,3,10,19,2011-02-16 00:00:00,1
34,4,10,71,2011-02-16 00:00:00,1
34,5,10,94,2011-02-16 00:00:00,1
34,6,10,41,2011-02-16 00:00:00,1
34,7,10,72,2011-02-16 00:00:00,1
34,8,10,30,2011-02-16 00:00:00,1
34,9,10,90,2011-02-16 00:00:00,1
34,10,10,47,2011-02-16 00:00:00,2
34,11,10,92,2011-02-16 00:00:00,1
34,12,10,55,2011-02-16 00:00:00,1
34,13,10,14,2011-02-16 00:00:00,1
34,14,10,95,2011-02-16 00:00:00,1
34,15,10,76,2011-02-16 00:00:00,1
34,16,10,42,2011-02-16 00:00:00,1
34,17,10,9,2011-02-16 00:00:00,3
34,18,10,89,2011-02-16 00:00:00,1
34,19,10,83,2011-02-16 00:00:00,1
34,20,10,84,2011-02-16 00:00:00,1
34,21,10,93,2011-02-16 00:00:00,1
34,22,10,18,2011-02-16 00:00:00,1
34,23,10,13,2011-02-16 00:00:00,1
34,24,10,96,2011-02-16 00:00:00,1
34,25,10,56,2011-02-16 00:00:00,1
35,1,20,12,2011-02-17 00:00:00,2
35,2,20,77,2011-02-17 00:00:00,1
35,3,20,86,2011-02-17 00:00:00,1
35,4,20,74,2011-02-17 00:00:00,1
35,5,20,36,2011-02-17 00:00:00,1
35,6,20,90,2011-02-17 00:00:00,1
35,7,20,18,2011-02-17 00:00:00,3
35,8,20,46,2011-02-17 00:00:00,1
35,9,20,1,2011-02-17 00:00:00,1
36,1,30,75,2011-02-18 00:00:00,1
36,2,30,24,2011-02-18 00:00:00,1
36,3,30,39,2011-02-18 00:00:00,1
36,4,30,69,2011-02-18 00:00:00,1
36,5,30,86,2011-02-18 00:00:00,1
36,6,30,47,2011-02-18 00:00:00,1
36,7,30,72,2011-02-18 00:00:00,1
36,8,30,81,2011-02-18 00:00:00,1
36,9,30,79,2011-02-18 00:00:00,1
36,10,30,54,2011-02-18 00:00:00,1
36,11,30,63,2011-02-18 00:00:00,3
36,12,30,27,2011-02-18 00:00:00,1
36,13,30,68,2011-02-18 00:00:00,1
36,14,30,74,2011-02-18 00:00:00,2
36,15,30,66,2011-02-18 00:00:00,2
36,16,30,85,2011-02-18 00:00:00,1
36,17,30,26,2011-02-18 00:00:00,1
36,18,30,53,2011-02-18 00:00:00,1
36,19,30,78,2011-02-18 00:00:00,1
36,20,30,57,2011-02-18 00:00:00,1
37,1,8,83,2011-02-18 00:00:00,2
38,1,5,1,2011-02-21 00:00:00,1
38,2,5,39,2011-02-21 00:00:00,1
38,3,5,2,2011-02-21 00:00:00,1
38,4,5,14,2011-02-21 00:00:00,2
38,5,5,53,2011-02-21 00:00:00,1
38,6,5,54,2011-02-21 00:00:00,1
38,7,5,36,2011-02-21 00:00:00,2
39,1,10,70,2011-02-22 00:00:00,3
39,2,10,96,2011-02-22 00:00:00,1
39,3,10,87,2011-02-22 00:00:00,1
39,4,10,79,2011-02-22 00:00:00,1
39,5,10,65,2011-02-22 00:00:00,1
39,6,10,46,2011-02-22 00:00:00,1
39,7,10,72,2011-02-22 00:00:00,1
39,8,10,58,2011-02-22 00:00:00,1
39,9,10,52,2011-02-22 00:00:00,1
39,10,10,57,2011-02-22 00:00:00,1
39,11,10,66,2011-02-22 00:00:00,1
39,12,10,61,2011-02-22 00:00:00,1
39,13,10,80,2011-02-22 00:00:00,1
39,14,10,90,2011-02-22 00:00:00,1
39,15,10,73,2011-02-22 00:00:00,1
39,16,10,6,2011-02-22 00:00:00,1
39,17,10,41,2011-02-22 00:00:00,1
39,18,10,74,2011-02-22 00:00:00,1
39,19,10,9,2011-02-22 00:00:00,3
39,20,10,50,2011-02-22 00:00:00,1
39,21,10,63,2011-02-22 00:00:00,1
39,22,10,20,2011-02-22 00:00:00,1
39,23,10,83,2011-02-22 00:00:00,1
39,24,10,93,2011-02-22 00:00:00,1
39,25,10,44,2011-02-22 00:00:00,1
39,26,10,42,2011-02-22 00:00:00,1
39,27,10,71,2011-02-22 00:00:00,1
39,28,10,86,2011-02-22 00:00:00,1
39,29,10,97,2011-02-22 00:00:00,1
40,1,14,73,2011-02-22 00:00:00,1
41,1,13,29,2011-02-22 00:00:00,1
41,2,13,65,2011-02-22 00:00:00,2
42,1,13,75,2011-02-22 00:00:00,1
42,2,13,95,2011-02-22 00:00:00,3
42,3,13,42,2011-02-22 00:00:00,1
42,4,13,90,2011-02-22 00:00:00,1
42,5,13,25,2011-02-22 00:00:00,4
42,6,13,7,2011-02-22 00:00:00,1
42,7,13,24,2011-02-22 00:00:00,1
42,8,13,15,2011-02-22 00:00:00,1
42,9,13,5,2011-02-22 00:00:00,3
42,10,13,1,2011-02-22 00:00:00,1
42,11,13,17,2011-02-22 00:00:00,2
42,12,13,2,2011-02-22 00:00:00,1
42,13,13,72,2011-02-22 00:00:00,1
42,14,13,18,2011-02-22 00:00:00,1
42,15,13,41,2011-02-22 00:00:00,1
42,16,13,71,2011-02-22 00:00:00,1
42,17,13,52,2011-02-22 00:00:00,1
42,18,13,44,2011-02-22 00:00:00,1
43,1,24,18,2011-02-28 00:00:00,1
43,2,24,84,2011-02-28 00:00:00,1
43,3,24,65,2011-02-28 00:00:00,1
43,4,24,70,2011-02-28 00:00:00,1
43,5,24,37,2011-02-28 00:00:00,6
43,6,24,88,2011-02-28 00:00:00,1
43,7,24,73,2011-02-28 00:00:00,7
43,8,24,19,2011-02-28 00:00:00,1
43,9,24,61,2011-02-28 00:00:00,1
43,10,24,23,2011-02-28 00:00:00,1
43,11,24,31,2011-02-28 00:00:00,2
43,12,24,71,2011-02-28 00:00:00,1
43,13,24,50,2011-02-28 00:00:00,1
44,1,16,34,2011-02-28 00:00:00,1
44,2,16,41,2011-02-28 00:00:00,1
44,3,16,19,2011-02-28 00:00:00,1
44,4,16,44,2011-02-28 00:00:00,1
44,5,16,89,2011-02-28 00:00:00,1
44,6,16,71,2011-02-28 00:00:00,1
44,7,16,95,2011-02-28 00:00:00,1
44,8,16,65,2011-02-28 00:00:00,1
44,9,16,79,2011-02-28 00:00:00,1
44,10,16,36,2011-02-28 00:00:00,1
44,11,16,90,2011-02-28 00:00:00,1
44,12,16,77,2011-02-28 00:00:00,1
44,13,16,48,2011-02-28 00:00:00,1
44,14,16,96,2011-02-28 00:00:00,1
44,15,16,18,2011-02-28 00:00:00,1
45,1,2,27,2011-02-28 00:00:00,3
45,2,2,63,2011-02-28 00:00:00,1
45,3,2,64,2011-02-28 00:00:00,1
45,4,2,50,2011-02-28 00:00:00,1
45,5,2,54,2011-02-28 00:00:00,1
45,6,2,67,2011-02-28 00:00:00,1
46,1,8,76,2011-02-28 00:00:00,1
46,2,8,61,2011-02-28 00:00:00,1
46,3,8,47,2011-02-28 00:00:00,1
46,4,8,65,2011-02-28 00:00:00,2
47,1,10,8,2011-03-03 00:00:00,1
47,2,10,65,2011-03-03 00:00:00,5
47,3,10,28,2011-03-03 00:00:00,1
47,4,10,21,2011-03-03 00:00:00,1
47,5,10,51,2011-03-03 00:00:00,1
47,6,10,67,2011-03-03 00:00:00,1
47,7,10,93,2011-03-03 00:00:00,1
47,8,10,75,2011-03-03 00:00:00,1
47,9,10,84,2011-03-03 00:00:00,1
47,10,10,35,2011-03-03 00:00:00,1
47,11,10,86,2011-03-03 00:00:00,1
47,12,10,52,2011-03-03 00:00:00,1
47,13,10,91,2011-03-03 00:00:00,3
48,1,30,76,2011-03-03 00:00:00,1
48,2,30,47,2011-03-03 00:00:00,1
48,3,30,51,2011-03-03 00:00:00,1
48,4,30,50,2011-03-03 00:00:00,1
48,5,30,48,2011-03-03 00:00:00,1
48,6,30,59,2011-03-03 00:00:00,1
48,7,30,21,2011-03-03 00:00:00,1
48,8,30,74,2011-03-03 00:00:00,1
48,9,30,39,2011-03-03 00:00:00,1
48,10,30,62,2011-03-03 00:00:00,1
48,11,30,23,2011-03-03 00:00:00,1
48,12,30,52,2011-03-03 00:00:00,1
48,13,30,4,2011-03-03 00:00:00,1
48,14,30,77,2011-03-03 00:00:00,1
48,15,30,26,2011-03-03 00:00:00,1
48,16,30,1,2011-03-03 00:00:00,1
48,17,30,12,2011-03-03 00:00:00,1
48,18,30,90,2011-03-03 00:00:00,1
48,19,30,54,2011-03-03 00:00:00,4
49,1,11,7,2011-08-03 00:00:00,1
50,1,10,52,2011-09-03 00:00:00,1
50,2,10,97,2011-09-03 00:00:00,1
51,1,10,7,2011-10-03 00:00:00,3
51,2,10,96,2011-10-03 00:00:00,1
52,1,13,46,2011-10-03 00:00:00,1
53,1,17,19,2011-10-03 00:00:00,1
54,1,7,65,2011-11-03 00:00:00,1
54,2,7,11,2011-11-03 00:00:00,1
55,1,13,37,2011-11-03 00:00:00,1
55,2,13,29,2011-11-03 00:00:00,1
55,3,13,13,2011-11-03 00:00:00,1
55,4,13,93,2011-11-03 00:00:00,1
55,5,13,27,2011-11-03 00:00:00,1
55,6,13,44,2011-11-03 00:00:00,1
56,1,11,30,2011-03-15 00:00:00,1
56,2,11,54,2011-03-15 00:00:00,1
57,1,17,3,2011-03-15 00:00:00,1
58,1,20,72,2011-03-16 00:00:00,2
59,1,17,39,2011-03-18 00:00:00,2
59,2,17,9,2011-03-18 00:00:00,1
59,3,17,82,2011-03-18 00:00:00,1
59,4,17,58,2011-03-18 00:00:00,1
59,5,17,34,2011-03-18 00:00:00,1
59,6,17,59,2011-03-18 00:00:00,2
60,1,9,60,2011-03-21 00:00:00,1
61,1,5,40,2011-03-22 00:00:00,3
61,2,5,67,2011-03-22 00:00:00,1
61,3,5,12,2011-03-22 00:00:00,1
61,4,5,13,2011-03-22 00:00:00,1
62,1,5,51,2011-03-22 00:00:00,1
62,2,5,40,2011-03-22 00:00:00,2
62,3,5,8,2011-03-22 00:00:00,1
62,4,5,58,2011-03-22 00:00:00,1
62,5,5,27,2011-03-22 00:00:00,2
62,6,5,38,2011-03-22 00:00:00,1
62,7,5,36,2011-03-22 00:00:00,1
63,1,25,76,2011-03-22 00:00:00,1
63,2,25,35,2011-03-22 00:00:00,7
63,3,25,13,2011-03-22 00:00:00,1
63,4,25,44,2011-03-22 00:00:00,1
63,5,25,1,2011-03-22 00:00:00,2
63,6,25,79,2011-03-22 00:00:00,1
63,7,25,32,2011-03-22 00:00:00,1
63,8,25,16,2011-03-22 00:00:00,1
63,9,25,24,2011-03-22 00:00:00,1
63,10,25,15,2011-03-22 00:00:00,4
63,11,25,29,2011-03-22 00:00:00,1
63,12,25,45,2011-03-22 00:00:00,3
63,13,25,23,2011-03-22 00:00:00,1
63,14,25,89,2011-03-22 00:00:00,2
63,15,25,26,2011-03-22 00:00:00,1
63,16,25,20,2011-03-22 00:00:00,1
63,17,25,9,2011-03-22 00:00:00,1
63,18,25,70,2011-03-22 00:00:00,1
63,19,25,4,2011-03-22 00:00:00,1
63,20,25,43,2011-03-22 00:00:00,1
63,21,25,6,2011-03-22 00:00:00,1
63,22,25,38,2011-03-22 00:00:00,1
63,23,25,36,2011-03-22 00:00:00,1
63,24,25,37,2011-03-22 00:00:00,1
63,25,25,2,2011-03-22 00:00:00,1
63,26,25,5,2011-03-22 00:00:00,1
64,1,15,32,2011-03-23 00:00:00,1
64,2,15,89,2011-03-23 00:00:00,1
64,3,15,45,2011-03-23 00:00:00,1
64,4,15,84,2011-03-23 00:00:00,1
64,5,15,15,2011-03-23 00:00:00,2
64,6,15,90,2011-03-23 00:00:00,1
64,7,15,95,2011-03-23 00:00:00,1
64,8,15,43,2011-03-23 00:00:00,1
65,1,28,23,2011-03-23 00:00:00,1
65,2,28,61,2011-03-23 00:00:00,2
65,3,28,26,2011-03-23 00:00:00,1
66,1,6,78,2011-03-23 00:00:00,2
66,2,6,48,2011-03-23 00:00:00,1
67,1,10,19,2011-03-24 00:00:00,2
67,2,10,91,2011-03-24 00:00:00,1
67,3,10,75,2011-03-24 00:00:00,1
68,1,16,82,2011-03-25 00:00:00,1
68,2,16,75,2011-03-25 00:00:00,1
68,3,16,15,2011-03-25 00:00:00,1
69,1,19,10,2011-03-28 00:00:00,1
70,1,1,74,2011-03-28 00:00:00,1
70,2,1,72,2011-03-28 00:00:00,1
70,3,1,27,2011-03-28 00:00:00,1
70,4,1,59,2011-03-28 00:00:00,7
70,5,1,91,2011-03-28 00:00:00,1
70,6,1,93,2011-03-28 00:00:00,1
70,7,1,60,2011-03-28 00:00:00,1
70,8,1,62,2011-03-28 00:00:00,1
70,9,1,83,2011-03-28 00:00:00,1
71,1,8,92,2011-03-31 00:00:00,1
71,2,8,51,2011-03-31 00:00:00,7
71,3,8,73,2011-03-31 00:00:00,1
72,1,1,4,2011-01-04 00:00:00,1
72,2,1,39,2011-01-04 00:00:00,1
73,1,9,95,2011-05-04 00:00:00,1
73,2,9,29,2011-05-04 00:00:00,3
73,3,9,40,2011-05-04 00:00:00,1
73,4,9,76,2011-05-04 00:00:00,1
73,5,9,20,2011-05-04 00:00:00,8
73,6,9,71,2011-05-04 00:00:00,1
74,1,28,60,2011-05-04 00:00:00,1
74,2,28,42,2011-05-04 00:00:00,1
74,3,28,26,2011-05-04 00:00:00,1
74,4,28,67,2011-05-04 00:00:00,1
74,5,28,83,2011-05-04 00:00:00,1
74,6,28,28,2011-05-04 00:00:00,1
74,7,28,39,2011-05-04 00:00:00,7
74,8,28,85,2011-05-04 00:00:00,1
74,9,28,61,2011-05-04 00:00:00,1
74,10,28,65,2011-05-04 00:00:00,1
74,11,28,59,2011-05-04 00:00:00,1
74,12,28,17,2011-05-04 00:00:00,1
74,13,28,68,2011-05-04 00:00:00,1
74,14,28,55,2011-05-04 00:00:00,1
74,15,28,27,2011-05-04 00:00:00,1
74,16,28,18,2011-05-04 00:00:00,1
74,17,28,3,2011-05-04 00:00:00,1
74,18,28,11,2011-05-04 00:00:00,1
74,19,28,7,2011-05-04 00:00:00,1
74,20,28,25,2011-05-04 00:00:00,1
74,21,28,44,2011-05-04 00:00:00,1
74,22,28,14,2011-05-04 00:00:00,1
74,23,28,54,2011-05-04 00:00:00,3
74,24,28,43,2011-05-04 00:00:00,1
74,25,28,24,2011-05-04 00:00:00,1
74,26,28,31,2011-05-04 00:00:00,1
74,27,28,30,2011-05-04 00:00:00,1
75,1,5,6,2011-06-04 00:00:00,4
75,2,5,13,2011-06-04 00:00:00,1
75,3,5,61,2011-06-04 00:00:00,1
75,4,5,24,2011-06-04 00:00:00,1
75,5,5,7,2011-06-04 00:00:00,1
75,6,5,2,2011-06-04 00:00:00,1
75,7,5,18,2011-06-04 00:00:00,1
75,8,5,63,2011-06-04 00:00:00,1
76,1,8,82,2011-06-04 00:00:00,3
76,2,8,15,2011-06-04 00:00:00,1
76,3,8,70,2011-06-04 00:00:00,1
76,4,8,87,2011-06-04 00:00:00,1
76,5,8,55,2011-06-04 00:00:00,1
76,6,8,7,2011-06-04 00:00:00,1
76,7,8,72,2011-06-04 00:00:00,2
77,1,10,72,2011-06-04 00:00:00,1
77,2,10,31,2011-06-04 00:00:00,1
77,3,10,20,2011-06-04 00:00:00,1
77,4,10,33,2011-06-04 00:00:00,1
77,5,10,30,2011-06-04 00:00:00,2
77,6,10,75,2011-06-04 00:00:00,2
77,7,10,41,2011-06-04 00:00:00,1
77,8,10,42,2011-06-04 00:00:00,1
77,9,10,83,2011-06-04 00:00:00,1
77,10,10,70,2011-06-04 00:00:00,2
77,11,10,9,2011-06-04 00:00:00,2
77,12,10,23,2011-06-04 00:00:00,2
77,13,10,91,2011-06-04 00:00:00,1
77,14,10,89,2011-06-04 00:00:00,1
77,15,10,97,2011-06-04 00:00:00,1
77,16,10,77,2011-06-04 00:00:00,1
77,17,10,48,2011-06-04 00:00:00,1
78,1,8,14,2011-07-04 00:00:00,2
78,2,8,10,2011-07-04 00:00:00,1
78,3,8,53,2011-07-04 00:00:00,4
78,4,8,15,2011-07-04 00:00:00,1
78,5,8,20,2011-07-04 00:00:00,2
78,6,8,93,2011-07-04 00:00:00,1
78,7,8,50,2011-07-04 00:00:00,1
78,8,8,92,2011-07-04 00:00:00,1
78,9,8,79,2011-07-04 00:00:00,1
78,10,8,97,2011-07-04 00:00:00,2
78,11,8,37,2011-07-04 00:00:00,1
78,12,8,47,2011-07-04 00:00:00,1
79,1,22,91,2011-07-04 00:00:00,2
79,2,22,17,2011-07-04 00:00:00,2
79,3,22,4,2011-07-04 00:00:00,1
79,4,22,1,2011-07-04 00:00:00,2
79,5,22,26,2011-07-04 00:00:00,1
79,6,22,19,2011-07-04 00:00:00,1
79,7,22,31,2011-07-04 00:00:00,3
79,8,22,22,2011-07-04 00:00:00,1
79,9,22,80,2011-07-04 00:00:00,1
79,10,22,2,2011-07-04 00:00:00,1
79,11,22,34,2011-07-04 00:00:00,1
79,12,22,44,2011-07-04 00:00:00,1
79,13,22,30,2011-07-04 00:00:00,1
79,14,22,65,2011-07-04 00:00:00,1
79,15,22,35,2011-07-04 00:00:00,1
79,16,22,38,2011-07-04 00:00:00,1
80,1,21,17,2011-08-04 00:00:00,1
81,1,17,38,2011-11-04 00:00:00,1
81,2,17,74,2011-11-04 00:00:00,1
81,3,17,62,2011-11-04 00:00:00,1
81,4,17,13,2011-11-04 00:00:00,1
82,1,11,10,2011-12-04 00:00:00,1
82,2,11,29,2011-12-04 00:00:00,2
82,3,11,40,2011-12-04 00:00:00,1
82,4,11,35,2011-12-04 00:00:00,2
82,5,11,31,2011-12-04 00:00:00,1
82,6,11,56,2011-12-04 00:00:00,4
83,1,11,77,2011-12-04 00:00:00,1
83,2,11,91,2011-12-04 00:00:00,1
83,3,11,88,2011-12-04 00:00:00,1
83,4,11,38,2011-12-04 00:00:00,1
83,5,11,36,2011-12-04 00:00:00,3
83,6,11,18,2011-12-04 00:00:00,2
83,7,11,45,2011-12-04 00:00:00,1
83,8,11,16,2011-12-04 00:00:00,1
83,9,11,47,2011-12-04 00:00:00,1
83,10,11,51,2011-12-04 00:00:00,1
83,11,11,33,2011-12-04 00:00:00,1
83,12,11,89,2011-12-04 00:00:00,1
83,13,11,66,2011-12-04 00:00:00,1
83,14,11,81,2011-12-04 00:00:00,1
83,15,11,8,2011-12-04 00:00:00,1
83,16,11,93,2011-12-04 00:00:00,2
